https://www.random.org/integers/?num=870&min=1&max=100&col=1&base=10&format=plain&rnd=date.2021-02-20
35,20,68,87,3,98,79,9,44,35,73,93,4,27,52,70,23,19,88,13,97,46,10,24,1,85,38,75,36,24,27,88,3,5,21,13,44,38,82,7,73,8,73,44,45,2,21,71,83,37,52,93,27,39,36,84,54,49,58,61,86,20,89,23,96,28,15,100,59,72,56,94,13,94,68,98,83,82,3,94,85,46,72,76,54,82,8,70,63,69,77,99,22,55,91,48,79,85,27,55,80,75,21,20,72,81,94,62,9,85,77,18,83,19,7,35,4,98,12,42,63,59,19,94,49,36,2,18,92,62,55,30,49,64,34,16,75,61,46,99,25,16,57,26,66,37,19,14,42,59,67,91,29,52,13,9,86,5,8,56,69,72,12,44,37,56,10,54,78,81,15,41,27,19,76,99,21,13,32,26,60,15,47,91,43,73,99,66,39,37,34,38,63,38,32,27,19,48,56,20,31,94,30,56,35,34,88,89,74,34,53,10,51,84,81,19,60,60,68,22,41,50,49,59,69,50,47,40,15,15,28,4,5,61,37,61,40,32,50,14,14,61,62,85,38,22,8,66,6,15,31,72,73,5,87,74,7,84,66,80,51,1,42,65,24,5,3,17,27,95,78,68,6,51,66,53,89,96,57,7,16,83,23,26,39,76,97,36,98,75,30,54,28,87,15,52,38,53,72,68,43,49,18,96,54,73,83,12,58,33,50,70,92,37,94,88,10,42,44,51,77,63,99,58,96,80,98,25,10,21,83,91,65,45,69,84,37,44,3,15,40,79,63,63,13,76,6,34,6,11,53,97,25,99,17,85,59,68,88,21,17,37,69,28,18,75,40,47,18,22,45,54,96,24,69,41,21,57,40,48,82,11,67,19,69,57,18,7,23,37,70,67,70,81,63,3,59,9,87,1,98,54,51,93,47,41,17,59,72,91,55,57,37,74,74,54,86,88,85,10,16,70,60,50,36,50,72,75,93,89,51,27,57,64,62,100,24,57,93,72,94,17,45,68,91,13,69,80,24,62,17,96,44,55,38,48,14,45,72,67,26,82,29,59,97,56,63,100,18,3,18,23,57,84,17,47,61,56,92,98,31,35,5,7,90,9,74,17,60,81,60,98,17,61,8,29,30,70,44,79,36,76,79,58,71,90,46,38,23,86,33,15,77,89,6,88,32,46,77,51,93,73,81,95,12,73,24,76,28,97,34,99,91,70,19,42,17,51,49,77,54,40,11,85,66,7,99,72,76,55,8,40,73,81,2,81,21,75,5,82,26,7,80,12,10,6,7,98,28,3,17,12,66,52,52,14,32,79,80,72,85,15,67,71,85,56,78,82,69,52,67,32,39,75,50,19,64,13,91,57,37,9,6,86,75,17,18,81,34,79,77,54,53,3,23,84,97,63,60,22,52,83,13,53,26,75,59,46,25,49,56,20,100,53,87,99,15,18,32,14,5,57,16,66,40,19,76,20,47,76,96,69,53,14,99,17,53,16,41,41,47,54,40,94,47,8,57,46,41,24,23,84,95,11,100,78,65,62,62,95,2,24,66,92,37,29,77,40,39,91,33,72,25,60,47,43,53,17,68,41,38,34,94,55,12,41,61,67,1,31,30,39,14,95,96,36,1,80,48,47,86,35,9,28,85,15,12,96,91,97,66,40,45,95,57,80,1,62,90,59,11,6,46,79,27,85,11,46,58,40,76,42,37,4,21,51,25,58,37,99,90,91,89,94,36,85,89,49,63,60,52,80,19,36,68,73,80,84,12,73,31,17,62,12,58,76,50,15,95,12,85,6,89,83,54,82,8,91,26,75,52,97,54,46,79,57,42,32,23,79,13,92,68,94,40,61,15,57,23,12,12,10,45,24,51,48,44,4,45,91,47,33,80,91,50,69,9,29,90,82,70,54,90,77,84,18,68,13,91,7,83,62,75,10,5,88,89,20,40,91,66,32,33,18,16,11,63,29,10,2,

1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,35,20,68,87,3,98,79,9,44,35,73,93,4,27,52,70,23,19,88,13,97,46,10,24,1,85,38,75,36
24,0,27,88,3,5,21,13,44,38,82,7,73,8,73,44,45,2,21,71,83,37,52,93,27,39,36,84,54,49
58,61,0,86,20,89,23,96,28,15,100,59,72,56,94,13,94,68,98,83,82,3,94,85,46,72,76,54,82,8
70,63,69,0,77,99,22,55,91,48,79,85,27,55,80,75,21,20,72,81,94,62,9,85,77,18,83,19,7,35
4,98,12,42,0,63,59,19,94,49,36,2,18,92,62,55,30,49,64,34,16,75,61,46,99,25,16,57,26,66
37,19,14,42,59,0,67,91,29,52,13,9,86,5,8,56,69,72,12,44,37,56,10,54,78,81,15,41,27,19
76,99,21,13,32,26,0,60,15,47,91,43,73,99,66,39,37,34,38,63,38,32,27,19,48,56,20,31,94,30
56,35,34,88,89,74,34,0,53,10,51,84,81,19,60,60,68,22,41,50,49,59,69,50,47,40,15,15,28,4
5,61,37,61,40,32,50,14,0,14,61,62,85,38,22,8,66,6,15,31,72,73,5,87,74,7,84,66,80,51
1,42,65,24,5,3,17,27,95,0,78,68,6,51,66,53,89,96,57,7,16,83,23,26,39,76,97,36,98,75
30,54,28,87,15,52,38,53,72,68,0,43,49,18,96,54,73,83,12,58,33,50,70,92,37,94,88,10,42,44
51,77,63,99,58,96,80,98,25,10,21,0,83,91,65,45,69,84,37,44,3,15,40,79,63,63,13,76,6,34
6,11,53,97,25,99,17,85,59,68,88,21,0,17,37,69,28,18,75,40,47,18,22,45,54,96,24,69,41,21
57,40,48,82,11,67,19,69,57,18,7,23,37,0,70,67,70,81,63,3,59,9,87,1,98,54,51,93,47,41
17,59,72,91,55,57,37,74,74,54,86,88,85,10,0,16,70,60,50,36,50,72,75,93,89,51,27,57,64,62
100,24,57,93,72,94,17,45,68,91,13,69,80,24,62,0,17,96,44,55,38,48,14,45,72,67,26,82,29,59
97,56,63,100,18,3,18,23,57,84,17,47,61,56,92,98,0,31,35,5,7,90,9,74,17,60,81,60,98,17
61,8,29,30,70,44,79,36,76,79,58,71,90,46,38,23,86,0,33,15,77,89,6,88,32,46,77,51,93,73
81,95,12,73,24,76,28,97,34,99,91,70,19,42,17,51,49,77,0,54,40,11,85,66,7,99,72,76,55,8
40,73,81,2,81,21,75,5,82,26,7,80,12,10,6,7,98,28,3,0,17,12,66,52,52,14,32,79,80,72
85,15,67,71,85,56,78,82,69,52,67,32,39,75,50,19,64,13,91,57,0,37,9,6,86,75,17,18,81,34
79,77,54,53,3,23,84,97,63,60,22,52,83,13,53,26,75,59,46,25,49,0,56,20,100,53,87,99,15,18
32,14,5,57,16,66,40,19,76,20,47,76,96,69,53,14,99,17,53,16,41,41,0,47,54,40,94,47,8,57
46,41,24,23,84,95,11,100,78,65,62,62,95,2,24,66,92,37,29,77,40,39,91,0,33,72,25,60,47,43
53,17,68,41,38,34,94,55,12,41,61,67,1,31,30,39,14,95,96,36,1,80,48,47,0,86,35,9,28,85
15,12,96,91,97,66,40,45,95,57,80,1,62,90,59,11,6,46,79,27,85,11,46,58,40,0,76,42,37,4
21,51,25,58,37,99,90,91,89,94,36,85,89,49,63,60,52,80,19,36,68,73,80,84,12,73,0,31,17,62
12,58,76,50,15,95,12,85,6,89,83,54,82,8,91,26,75,52,97,54,46,79,57,42,32,23,79,0,13,92
68,94,40,61,15,57,23,12,12,10,45,24,51,48,44,4,45,91,47,33,80,91,50,69,9,29,90,82,0,70
54,90,77,84,18,68,13,91,7,83,62,75,10,5,88,89,20,40,91,66,32,33,18,16,11,63,29,10,2,0
